Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/11 @ 08:00:00;1;11;8;5.3;4.31;102.45;86;3.16;1;0;1;1.6
2002/01/11 @ 09:00:00;1;11;9;5.4;4.69;102.46;90;3.9;18.44;5;18;1.9
2002/01/11 @ 10:00:00;1;11;10;5.7;5.06;102.44;91;4.36;46.33;7;45;1.8
2002/01/11 @ 11:00:00;1;11;11;5.9;5.25;102.43;91;4.56;48.05;4;47;1.6
2002/01/11 @ 12:00:00;1;11;12;5.9;5.25;102.45;91;4.56;83.95;10;81;1.8
2002/01/11 @ 13:00:00;1;11;13;6;5.35;102.45;91;4.66;60.44;5;59;2
2002/01/11 @ 14:00:00;1;11;14;6;5.28;102.4;90;4.5;53.46;6;52;2.5
2002/01/11 @ 15:00:00;1;11;15;6.3;5.49;102.45;89;4.64;49.1;13;47;2.6
2002/01/11 @ 16:00:00;1;11;16;5.9;4.89;102.5;86;3.75;18.39;28;17;2.1
2002/01/11 @ 17:00:00;1;11;17;5.8;4.72;102.63;85;3.48;0;0;0;1.8
2002/01/11 @ 18:00:00;1;11;18;5.2;4.14;102.54;85;2.89;0;0;0;1.8
2002/01/11 @ 19:00:00;1;11;19;4.3;3.35;102.49;86;2.16;0;0;0;2
2002/01/11 @ 20:00:00;1;11;20;3.4;2.55;102.44;87;1.43;0;0;0;2.1
2002/01/11 @ 21:00:00;1;11;21;3.4;2.68;102.46;89;1.75;0;0;0;2.2
2002/01/11 @ 22:00:00;1;11;22;3.3;2.59;102.47;89;1.65;0;0;0;2.5
2002/01/11 @ 23:00:00;1;11;23;3.4;2.68;102.48;89;1.75;0;0;0;2.6
2002/01/12 @ 00:00:00;1;12;0;3.7;3.04;102.49;90;2.21;0;0;0;2.5
2002/01/12 @ 01:00:00;1;12;1;3.9;3.57;102.45;95;3.18;0;0;0;2.4
2002/01/12 @ 02:00:00;1;12;2;4.2;4.07;102.41;98;3.92;0;0;0;2.2
2002/01/12 @ 03:00:00;1;12;3;4.4;4.27;102.38;98;4.12;0;0;0;2.1
